Manager;CIK;Report Date;Value ($000);Shares;Option Type;CUSIP
Bragg Financial Advisors, Inc;0001327055;9/30/2025;28073;150,461;;67066G104
JT Stratford LLC;0001689013;9/30/2025;28014;150,150;;67066G104
L & S Advisors Inc;0001392364;9/30/2025;28010;150,128;;67066G104
Sepio Capital, LP;0001751412;9/30/2025;27992;150,031;;67066G104
MARK ASSET MANAGEMENT LP;0000860176;9/30/2025;27987;150,000;call;67066G104
Elequin Capital, LP;0001810873;9/30/2025;27987;150,000;put;67066G104
Avalon Global Asset Management LLC;0001314273;9/30/2025;27987;150,000;call;67066G104
Tradewinds, LLC.;0001932342;9/30/2025;27972;149,924;;67066G104
Westover Capital Advisors, LLC;0001483467;9/30/2025;27893;149,498;;67066G104
Yukon Wealth Management, Inc.;0002065849;9/30/2025;27884;149,448;;67066G104
Tenere Capital LLC;0001849517;9/30/2025;27875;149,404;;67066G104
Tenere Capital LLC;0001849517;9/30/2025;27875;149,404;;67066G104
Catalyst Funds Management Pty Ltd;0001896150;9/30/2025;27867;149,358;;67066G104
CADINHA & CO LLC;0000923469;9/30/2025;27847;149,254;;67066G104
Gilliland Jeter Wealth Management LLC;0002009886;9/30/2025;27827;149,147;;67066G104
Albar Capital Partners LLP;0002034565;9/30/2025;27763;148,804;;67066G104
Rice Partnership, LLC;0001736736;9/30/2025;27757;148,769;;67066G104
HARRELL INVESTMENT PARTNERS, LLC;0001802882;9/30/2025;27727;148,610;;67066G104
Manhattan West Asset Management, LLC;0001904770;9/30/2025;27717;148,553;;67066G104
Melqart Asset Management (UK) Ltd;0001712901;9/30/2025;27699;148,460;;67066G104
New Millennium Group LLC;0001909654;9/30/2025;27676;148,334;;67066G104
PRIVATE TRUST CO NA;0001277557;9/30/2025;27635;148,114;;67066G104
Dynasty Wealth Management, LLC;0001727599;9/30/2025;27598;147,918;;67066G104
Draper Asset Management, LLC;0001847921;9/30/2025;27598;147,916;;67066G104
Left Brain Wealth Management, LLC;0001957370;9/30/2025;27591;147,879;;67066G104
GLOBALT Investments LLC / GA;0002011891;9/30/2025;27588;147,866;;67066G104
CAXTON ASSOCIATES LLP;0002051323;9/30/2025;27587;147,858;;67066G104
Valiant Capital Management, L.P.;0001452689;9/30/2025;27575;147,793;;67066G104
CHICAGO TRUST Co NA;0001601539;9/30/2025;27559;147,710;;67066G104
United Advisor Group, LLC;0002004873;9/30/2025;27488;147,330;;67066G104
Kestra Investment Management, LLC;0001962449;9/30/2025;27385;146,775;;67066G104
Bridgewater Advisors Inc.;0001600319;9/30/2025;27580;146,640;;67066G104
Atlas Brown,Inc.;0001388168;9/30/2025;27342;146,544;;67066G104
Clarius Group, LLC;0001664214;9/30/2025;27337;146,517;;67066G104
WISCONSIN CAPITAL MANAGEMENT LLC;0000926833;9/30/2025;27324;146,450;;67066G104
Arjuna Capital;0001703208;9/30/2025;27260;146,107;;67066G104
HARBOR CAPITAL ADVISORS, INC.;0001039128;9/30/2025;27224;145,912;;67066G104
Signal Advisors Wealth, LLC;0002010926;9/30/2025;27146;145,498;;67066G104
HighTower Advisors, LLC;0001462245;9/30/2025;1355;145,400;put;67066G104
Advisor OS, LLC;0001767580;9/30/2025;27112;145,312;;67066G104
Monaco Asset Management SAM;0001803593;9/30/2025;27054;145,000;put;67066G104
Formidable Asset Management, LLC;0001592613;9/30/2025;23025;144,879;;67066G104
3Chopt Investment Partners, LLC;0001978521;9/30/2025;26973;144,559;;67066G104
Empirical Financial Services, LLC d.b.a. Empirical Wealth Management;0001510434;9/30/2025;26942;144,400;put;67066G104
Premier Path Wealth Partners, LLC;0001999925;9/30/2025;26899;144,169;;67066G104
LVW Advisors, LLC;0001576053;9/30/2025;26788;143,577;;67066G104
GDS Wealth Management;0001940869;9/30/2025;26771;143,484;;67066G104
Kranot Hishtalmut Le Morim Ve Gananot Havera Menahelet LTD;0001639753;9/30/2025;26694;143,457;;67066G104
ROCKLAND TRUST CO;0000084616;9/30/2025;26745;143,347;;67066G104
EFG Asset Management (Americas) Corp.;0001598340;9/30/2025;26700;143,104;;67066G104
Zhang Financial LLC;0001776290;9/30/2025;26686;143,029;;67066G104
FAS Wealth Partners, Inc.;0001596957;9/30/2025;26580;142,462;;67066G104
Segment Wealth Management, LLC;0001575581;9/30/2025;26490;141,979;;67066G104
CONWAY CAPITAL MANAGEMENT, INC.;0002044929;9/30/2025;26459;141,812;;67066G104
PARSONS CAPITAL MANAGEMENT INC/RI;0001018674;9/30/2025;26427;141,639;;67066G104
SPIREPOINT PRIVATE CLIENT, LLC;0002022908;9/30/2025;26400;141,497;;67066G104
Kozak & Associates, Inc.;0001764970;9/30/2025;26323;141,069;;67066G104
BOSTON FAMILY OFFICE LLC;0001039807;9/30/2025;26304;140,985;;67066G104
Atlantic Union Bankshares Corp;0000883948;9/30/2025;26271;140,803;;67066G104
Douglass Winthrop Advisors, LLC;0001308527;9/30/2025;26195;140,398;;67066G104
STF Management LP;0001965239;9/30/2025;26176;140,298;;67066G104
ANGELES WEALTH MANAGEMENT, LLC;0001929170;9/30/2025;26160;140,212;;67066G104
Olde Wealth Management, LLC;0001840760;9/30/2025;27886;140,096;;67066G104
PHYSICIANS FINANCIAL SERVICES, INC.;0001665518;9/30/2025;26130;140,047;;67066G104
Blueprint Investment Partners LLC;0001794467;9/30/2025;26129;140,043;;67066G104
Redhawk Wealth Advisors, Inc.;0001535811;9/30/2025;26057;139,658;;67066G104
BLACKHILL CAPITAL INC;0000872162;9/30/2025;26037;139,550;;67066G104
Kepler Cheuvreux (Suisse) SA;0002096459;9/30/2025;26036;139,544;;67066G104
Generali Investments CEE, investicni spolecnost, a.s.;0002047540;9/30/2025;26010;139,407;;67066G104
EFG Asset Management (North America) Corp.;0001911412;9/30/2025;25936;139,014;;67066G104
Capital Group Private Client Services, Inc.;0001857666;9/30/2025;25907;138,855;;67066G104
Prairie Wealth Advisors, Inc.;0002022783;9/30/2025;25873;138,667;;67066G104
HWG Holdings LP;0001599390;9/30/2025;25837;138,478;;67066G104
Kingstone Capital Partners Texas, LLC;0002057208;9/30/2025;25777;138,153;;67066G104
SFE Investment Counsel;0001317784;9/30/2025;25752;138,026;;67066G104
CATALYST FINANCIAL PARTNERS LLC;0001927537;9/30/2025;25751;138,019;;67066G104
CAPE COD FIVE CENTS SAVINGS BANK;0001054646;9/30/2025;16736;137,816;;67066G104
Koshinski Asset Management, Inc.;0001633389;9/30/2025;25684;137,662;;67066G104
MEYER HANDELMAN CO;0000045319;9/30/2025;25661;137,538;;67066G104
SS&H Financial Advisors, Inc.;0001911735;9/30/2025;25632;137,381;;67066G104
WEATHERLY ASSET MANAGEMENT L. P.;0000934745;9/30/2025;25632;137,373;;67066G104
Perennial Advisors, LLC;0001697360;9/30/2025;25590;137,154;;67066G104
Perpetual Ltd;0001647273;9/30/2025;25570;137,049;;67066G104
Laurel Wealth Advisors LLC;0001757128;9/30/2025;25563;137,009;;67066G104
111 Capital;0002060412;9/30/2025;25530;136,832;;67066G104
Gryphon Financial Partners LLC;0001729094;9/30/2025;25519;136,774;;67066G104
Fortis Capital Management LLC;0001802167;9/30/2025;25487;136,601;;67066G104
MARIETTA INVESTMENT PARTNERS LLC;0001114702;9/30/2025;25408;136,179;;67066G104
Inscription Capital, LLC;0001767868;9/30/2025;25381;136,037;;67066G104
AdvisorNet Financial, Inc;0001409362;9/30/2025;25372;135,985;;67066G104
FIRST HORIZON CORP;0000036966;9/30/2025;25369;135,973;;67066G104
Hilton Capital Management, LLC;0001541211;9/30/2025;25338;135,805;;67066G104
Greenwich Wealth Management LLC;0001439805;9/30/2025;25278;135,482;;67066G104
BURNS J W & CO INC/NY;0001047339;9/30/2025;25259;135,383;;67066G104
Consolidated Investment Group LLC;0001556168;9/30/2025;25254;135,355;;67066G104
Rehmann Capital Advisory Group;0001633037;9/30/2025;25261;135,303;;67066G104
OSTERWEIS CAPITAL MANAGEMENT INC;0001007524;9/30/2025;25232;135,239;;67066G104
Rakuten Securities, Inc.;0002009539;9/30/2025;25199;135,065;;67066G104
TCTC Holdings, LLC;0001483870;9/30/2025;25195;135,037;;67066G104
Strong Tower Advisory Services;0001889322;9/30/2025;25166;134,881;;67066G104
COOKSON PEIRCE & CO INC;0001141455;9/30/2025;25120;134,636;;67066G104
Mezzasalma Advisors, LLC;0001864916;9/30/2025;25110;134,585;;67066G104
Point72 Asset Management, L.P.;0001603466;9/30/2025;25076;134,400;put;67066G104
SMITHBRIDGE ASSET MANAGEMENT INC/DE;0001103245;9/30/2025;25014;134,068;;67066G104
LS Investment Advisors, LLC;0001455845;9/30/2025;25009;134,042;;67066G104
NCM Capital Management, LLC;0001907054;9/30/2025;24878;133,342;;67066G104
NWK Group, Inc.;0001803054;9/30/2025;24878;133,337;;67066G104
Costello Asset Management, INC;0001760145;9/30/2025;24849;133,184;;67066G104
Insight Advisors, LLC/ PA;0001844880;9/30/2025;24831;133,078;;67066G104
Quent Capital, LLC;0001912338;9/30/2025;24814;132,997;;67066G104
Secure Asset Management, LLC;0001800692;9/30/2025;24901;132,993;;67066G104
BTG Pactual Asset Management US LLC;0001569579;9/30/2025;24777;132,797;;67066G104
SILVER OAK SECURITIES, INCORPORATED;0001080576;9/30/2025;24729;132,539;;67066G104
Elm Partners Management LLC;0001743941;9/30/2025;24722;132,503;;67066G104
Alight Capital Management LP;0001651473;9/30/2025;24721;132,500;;67066G104
ZEGA Investments, LLC;0002045703;9/30/2025;24712;132,452;;67066G104
San Luis Wealth Advisors LLC;0001844709;9/30/2025;24634;132,032;;67066G104
EQUITABLE TRUST CO;0000033250;9/30/2025;24627;131,992;;67066G104
Werba Rubin Papier Wealth Management;0001971029;9/30/2025;24614;131,924;;67066G104
Zullo Investment Group, Inc.;0001909760;9/30/2025;24595;131,823;;67066G104
ZEVIN ASSET MANAGEMENT LLC;0001394096;9/30/2025;24595;131,820;;67066G104
Tidal Investments LLC;0001600064;9/30/2025;24516;131,400;put;67066G104
Texas Yale Capital Corp.;0001332342;9/30/2025;24436;130,971;;67066G104
Eukles Asset Management;0001632553;9/30/2025;24432;130,950;;67066G104
TANG CAPITAL MANAGEMENT LLC;0001232621;9/30/2025;24350;130,509;;67066G104
CRA Financial Services, LLC;0001765594;9/30/2025;24330;130,402;;67066G104
AFFINITY WEALTH MANAGEMENT LLC;0000810672;9/30/2025;24305;130,270;;67066G104
SummitTX Capital, L.P.;0002052310;9/30/2025;24278;130,125;;67066G104
OXFORD FINANCIAL GROUP, LTD. LLC;0001245862;9/30/2025;24220;129,814;;67066G104
Berger Financial Group, Inc;0001826136;9/30/2025;24208;129,750;;67066G104
GUYASUTA INVESTMENT ADVISORS INC;0000928568;9/30/2025;24164;129,514;;67066G104
Robeco Schweiz AG;0001418427;9/30/2025;24162;129,500;;67066G104
Optas, LLC;0001802961;9/30/2025;24155;129,466;;67066G104
PLIMOTH TRUST CO LLC;0001623678;9/30/2025;24127;129,317;;67066G104
Coalescence Partners Investment Management, LP;0001759662;9/30/2025;24125;129,305;;67066G104
Fulcrum Capital LLC;0001724090;9/30/2025;24083;129,076;;67066G104
TRUSTMARK BANK TRUST DEPARTMENT;0000861176;9/30/2025;24051;128,905;;67066G104
Evelyn Partners Investment Management Services Ltd;0002065205;9/30/2025;24039;128,841;;67066G104
OLD SECOND NATIONAL BANK OF AURORA;0000903783;9/30/2025;24030;128,795;;67066G104
Accent Capital Management, LLC;0002014179;9/30/2025;24004;128,648;;67066G104
TruWealth Advisors, LLC;0001834985;9/30/2025;23989;128,572;;67066G104
BURLING WEALTH PARTNERS, LLC;0002054946;9/30/2025;23969;128,467;;67066G104
Aquatic Capital Management LLC;0001803916;9/30/2025;23953;128,380;;67066G104
True North Advisors, LLC;0001634556;9/30/2025;23927;128,244;;67066G104
Independence Bank of Kentucky;0001730479;9/30/2025;23853;127,844;;67066G104
NEXT CENTURY GROWTH INVESTORS LLC;0001134007;9/30/2025;23840;127,777;;67066G104
Alcosta Capital Management, Inc.;0001842509;9/30/2025;23786;127,489;;67066G104
CenterBook Partners LP;0001872738;9/30/2025;23727;127,172;;67066G104
Parisi Gray Wealth Management;0001716659;9/30/2025;23705;127,054;;67066G104
NEVILLE RODIE & SHAW INC;0000071210;9/30/2025;23;127,007;;67066G104
Fortitude Advisory Group L.L.C.;0001928999;9/30/2025;23675;126,894;;67066G104
Jessup Wealth Management, Inc;0001963536;9/30/2025;23568;126,317;;67066G104
Whitener Capital Management, Inc.;0000825217;9/30/2025;23550;126,224;;67066G104
Moloney Securities Asset Management, LLC;0001697934;9/30/2025;23487;125,884;;67066G104
McHugh Group, LLC;0002052657;9/30/2025;23460;125,737;;67066G104
Relyea Zuckerberg Hanson LLC;0001793691;9/30/2025;23435;125,605;;67066G104
Noked Israel Ltd;0001767750;9/30/2025;23406;125,450;;67066G104
OLD NATIONAL BANCORP /IN/;0000707179;9/30/2025;23398;125,410;;67066G104
Parkside Financial Bank & Trust;0001455267;9/30/2025;23371;125,262;;67066G104
Regal Investment Advisors LLC;0001559789;9/30/2025;23366;125,238;;67066G104
Ameritas Advisory Services, LLC;0001901275;9/30/2025;23309;124,932;;67066G104
Modera Wealth Management, LLC;0001542143;9/30/2025;23176;124,216;;67066G104
Alta Advisers Ltd;0001536114;9/30/2025;23158;124,122;;67066G104
ADVISORS MANAGEMENT GROUP INC /ADV;0000842766;9/30/2025;23103;123,826;;67066G104
SEVEN MILE ADVISORY;0001987932;9/30/2025;23032;123,447;;67066G104
Global Assets Advisory, LLC;0001942932;9/30/2025;22975;123,142;;67066G104
COMMONS CAPITAL, LLC;0001912835;9/30/2025;22970;123,112;;67066G104
NICOLA WEALTH MANAGEMENT LTD.;0001734493;9/30/2025;22949;123,000;;67066G104
M. Kulyk & Associates, LLC;0001842370;9/30/2025;22933;122,917;;67066G104
CAMDEN NATIONAL BANK;0001697855;9/30/2025;22838;122,406;;67066G104
BlueCrest Capital Management Ltd;0001610880;9/30/2025;22837;122,400;call;67066G104
Canvas Wealth Advisors, LLC;0001858782;9/30/2025;22957;122,362;;67066G104
Koss-Olinger Consulting, LLC;0001861163;9/30/2025;19258;121,891;;67066G104
Nicholas Investment Partners, LP;0001389574;9/30/2025;22733;121,843;;67066G104
ABLES, IANNONE, MOORE & ASSOCIATES, INC.;0002013713;9/30/2025;22720;121,773;;67066G104
Pinnacle Wealth Planning Services, Inc.;0001726752;9/30/2025;22687;121,597;;67066G104
NCP Inc.;0002023709;9/30/2025;22656;121,433;;67066G104
Portside Wealth Group, LLC;0001978608;9/30/2025;22618;121,228;;67066G104
Global Endowment Management, LP;0001512237;9/30/2025;22564;120,938;;67066G104
Cypress Capital Group;0001341748;9/30/2025;22429;120,214;;67066G104
NATURAL INVESTMENTS, LLC;0001800245;9/30/2025;22389;119,998;;67066G104
Sovran Advisors, LLC;0002051471;9/30/2025;24319;119,865;;67066G104
Vivaldi Capital Management LP;0001682021;9/30/2025;22360;119,844;;67066G104
New Hampshire Trust;0001961742;9/30/2025;22346;119,768;;67066G104
Alpha Family Trust;0001568991;9/30/2025;22296;119,500;;67066G104
Steele Capital Management, Inc.;0001646695;9/30/2025;22294;119,486;;67066G104
DDD Partners, LLC;0001729673;9/30/2025;22261;119,313;;67066G104
Krilogy Financial LLC;0001659047;9/30/2025;951;118,500;call;67066G104
SCHNIEDERS CAPITAL MANAGEMENT, LLC.;0002057056;9/30/2025;22076;118,324;;67066G104
Baldwin Investment Management, LLC;0001346378;9/30/2025;22051;118,189;;67066G104
KINGDON CAPITAL MANAGEMENT, L.L.C.;0001000097;9/30/2025;21923;117,500;;67066G104
TRUST POINT INC.;0001635633;9/30/2025;21856;117,144;;67066G104
Tamar Securities, LLC;0001703081;9/30/2025;21775;116,706;;67066G104
Birch Hill Investment Advisors LLC;0001424177;9/30/2025;21769;116,678;;67066G104
Bay Colony Advisory Group, Inc d/b/a Bay Colony Advisors;0001748861;9/30/2025;21769;116,678;;67066G104
Golden State Wealth Management, LLC;0001776033;9/30/2025;21764;116,646;;67066G104
DUNCKER STREETT & CO INC;0001020585;9/30/2025;21686;116,231;;67066G104
Van Hulzen Asset Management, LLC;0001600145;9/30/2025;21662;116,102;;67066G104
McBroom & Associates, LLC;0001908893;9/30/2025;21601;115,778;;67066G104
ASHTON THOMAS SECURITIES, LLC;0000771572;9/30/2025;21593;115,734;;67066G104
Clear Creek Financial Management, LLC;0001784235;9/30/2025;21585;115,692;;67066G104
ROMAN BUTLER FULLERTON & CO;0000733444;9/30/2025;23944;115,654;;67066G104
DSG Capital Advisors, LLC;0002060765;9/30/2025;21537;115,434;;67066G104
D L CARLSON INVESTMENT GROUP INC;0001021117;9/30/2025;21537;115,431;;67066G104
Bison Wealth, LLC;0001845251;9/30/2025;23494;115,184;;67066G104
Visionary Wealth Advisors;0001802984;9/30/2025;21432;114,873;;67066G104
Royal Fund Management, LLC;0001810099;9/30/2025;21318;114,259;;67066G104
Realta Investment Advisors;0001776792;9/30/2025;21287;114,092;;67066G104
MAPLELANE CAPITAL, LLC;0001512173;9/30/2025;21270;114,000;;67066G104
RPO LLC;0001885066;9/30/2025;21270;114,000;call;67066G104
Symmetry Investments LP;0001691919;9/30/2025;21262;113,960;;67066G104
MONECO Advisors, LLC;0001765690;9/30/2025;21252;113,906;;67066G104
Acorns Advisers, LLC;0001701879;9/30/2025;21225;113,758;;67066G104
XTX Topco Ltd;0001828301;9/30/2025;21163;113,431;;67066G104
Kercheville Advisors, LLC;0001890748;9/30/2025;21140;113,306;;67066G104
Osprey Private Wealth LLC;0002041805;9/30/2025;21111;113,150;;67066G104
Liberty Capital Management, Inc.;0001366838;9/30/2025;21090;113,039;;67066G104
Herold Advisors, Inc.;0001891713;9/30/2025;21068;112,920;;67066G104
CULLINAN ASSOCIATES INC;0001161670;9/30/2025;21026;112,694;;67066G104
CULLEN INVESTMENT GROUP, LTD.;0000797203;9/30/2025;21122;112,582;;67066G104
University of Illinois Foundation;0001994249;9/30/2025;21001;112,553;;67066G104
Horizon Investment Services, LLC;0001426940;9/30/2025;20956;112,318;;67066G104
Global Wealth Management Investment Advisory, Inc.;0001767855;9/30/2025;20949;112,283;;67066G104
PUZO MICHAEL J;0001053914;9/30/2025;20898;112,006;;67066G104
NWI MANAGEMENT LP;0001103887;9/30/2025;20897;112,000;;67066G104
NWI MANAGEMENT LP;0001103887;9/30/2025;20897;112,000;;67066G104
Clear Harbor Asset Management, LLC;0001511857;9/30/2025;20893;111,981;;67066G104
West Family Investments, Inc.;0001568303;9/30/2025;20809;111,533;;67066G104
Legacy Financial Advisors, Inc.;0001730810;9/30/2025;20805;111,512;;67066G104
Grant Private Wealth Management Inc;0002056418;9/30/2025;20786;111,410;;67066G104
Aspiring Ventures, LLC;0001738640;9/30/2025;20781;111,383;;67066G104
WD RUTHERFORD LLC;0001841015;9/30/2025;20748;111,204;;67066G104
Advocacy Wealth Management, LLC;0001569452;9/30/2025;20519;111,197;;67066G104
High Net Worth Advisory Group LLC;0001919142;9/30/2025;20735;111,132;;67066G104
Mesirow Financial Investment Management, Inc.;0001469475;9/30/2025;20721;111,058;;67066G104
TradeWell Securities, LLC.;0002066232;9/30/2025;20790;111,039;;67066G104
WIM INVESTMENT MANAGEMENT Ltd;0002042565;9/30/2025;20710;111,000;;67066G104
BLKBRD Asset Management, LP;0002035232;9/30/2025;20705;110,974;;67066G104
Stelac Advisory Services LLC;0001519676;9/30/2025;20686;110,870;;67066G104
GABLES CAPITAL MANAGEMENT INC.;0001740839;9/30/2025;20636;110,605;;67066G104
CV Advisors LLC;0001872254;9/30/2025;20615;110,494;;67066G104
L2 Asset Management, LLC;0001686988;9/30/2025;20597;110,395;;67066G104
Ignite Planners, LLC;0001849348;9/30/2025;20595;110,383;;67066G104
RB Capital Management, LLC;0001695582;9/30/2025;20590;110,359;;67066G104
Symmetry Investments LP;0001691919;9/30/2025;20523;110,000;call;67066G104
WealthPLAN Partners, LLC;0001639943;9/30/2025;20522;109,991;;67066G104
Castle Rock Wealth Management, LLC;0001727605;9/30/2025;20761;109,739;;67066G104
Asset Dedication, LLC;0001475896;9/30/2025;20453;109,625;;67066G104
Birinyi Associates Inc;0001079738;9/30/2025;20433;109,515;;67066G104
Resonant Capital Advisors, LLC;0001803236;9/30/2025;20417;109,423;;67066G104
WRIGHT INVESTORS SERVICE INC;0000108572;9/30/2025;20402;109,349;;67066G104
Confluence Wealth Services, Inc.;0001910411;9/30/2025;20392;109,298;;67066G104
WP Advisors, LLC;0001697796;9/30/2025;20326;108,942;;67066G104
Vision Capital Management, Inc.;0001417889;9/30/2025;20299;108,796;;67066G104
GREAT LAKES ADVISORS, LLC;0001078013;9/30/2025;20282;108,705;;67066G104
Clearstead Trust, LLC;0001708001;9/30/2025;20244;108,505;;67066G104
Gunderson Capital Management Inc.;0001792397;9/30/2025;20221;108,381;;67066G104
OneAscent Financial Services LLC;0001780985;9/30/2025;20199;108,263;;67066G104
MONEY CONCEPTS CAPITAL CORP;0000716851;9/30/2025;20199;108,260;;67066G104
Legacy Capital Group California, Inc.;0001977092;9/30/2025;20184;108,180;;67066G104
Grove Bank & Trust;0001662212;9/30/2025;20168;108,098;;67066G104
